adWord,appShow,approve,businessZones,city,companyFullName,companyId,companyLabelList,companyLogo,companyShortName,companySize,createTime,deliver,district,education,explain,financeStage,firstType,formatCreateTime,gradeDescription,hitags,imState,industryField,industryLables,isSchoolJob,jobNature,lastLogin,latitude,linestaion,longitude,pcShow,plus,positionAdvantage,positionId,positionLables,positionName,promotionScoreExplain,publisherId,resumeProcessDay,resumeProcessRate,salary,score,secondType,skillLables,stationname,subwayline,thirdType,workYear
0,0,1,,深圳,中国平安财产保险股份有限公司,1868,"绩效奖金 ,五险一金 ,带薪年假 ,年度旅游 ",image1/M00/1D/E6/CgYXBlUspPGAMaaXAACAnoSM6vM658.jpg,平安产险,2000人以上,2018-12-24 00:00:00,0,福田区,本科,,上市公司,金融类,2天前发布,,,today,"移动互联网,金融","金融,保险",0,全职,1545724281000,22.533181,2号线/蛇口线_福田;2号线/蛇口线_市民中心;4号线/龙华线_会展中心;4号线/龙华线_市民中心;1号线/罗宝线_岗厦;1号线/罗宝线_会展中心;1号线/罗宝线_购物公园;3号线/龙岗线_石厦;3号线/龙岗线_购物公园;3号线/龙岗线_福田;11号线/机场线_福田;7号线_石厦;7号线_皇岗村,114.055639,0,,"五险一金,绩效奖金,带薪年假,定期体检",5432518,"金融,保险",03112H-小微客户数据分析岗,,359968,2,14,20k-25k,0,保险,保险,岗厦,2号线/蛇口线,其他保险职位,1-3年
0,0,1,,深圳,OPPO广东移动通信有限公司,6927,"丰厚年终,扁平管理,追求极致,本分",image1/M00/37/F3/Cgo8PFWkd7iAHDSXAAAKdotH5mM556.jpg,OPPO,2000人以上,2018-12-20 14:25:39,0,南山区,本科,,不需要融资,开发|测试|运维类,2018-12-20,,,today,移动互联网,,0,全职,1545805821000,22.518792,2号线/蛇口线_登良;2号线/蛇口线_后海;2号线/蛇口线_科苑;11号线/机场线_后海,113.943044,0,,核心事业群 千万级日活 氛围好 组织扁平,1670801,,高级数据分析工程师,,2259801,4,100,15k-30k,0,高端技术职位,,登良,2号线/蛇口线,其他高端技术职位,3-5年
0,0,1,"后海,深圳湾,科技园",深圳,深圳市小赢科技有限责任公司,24587,"五险一金,两餐补助,超低息员工贷,年底奖金",i/image2/M01/B1/68/CgoB5lv-WkSAH5NIAAAHsuZjfIw784.png,小赢科技,500-2000人,2018-12-21 14:18:10,0,南山区,本科,,上市公司,市场|商务类,2018-12-21,,,today,金融,金融,0,全职,1545803636000,22.519682,2号线/蛇口线_登良;2号线/蛇口线_后海;2号线/蛇口线_科苑;11号线/机场线_后海,113.94225,0,,五险一金、定期体检、绩效奖金、午餐补助,4151939,金融,数据分析专家,,292652,1,67,20k-25k,0,市场|营销,,登良,2号线/蛇口线,其他市场|营销,3-5年
0,0,1,"深圳湾,后海",深圳,深圳市铱硙医疗科技有限公司,211786,"专项奖金,带薪年假,领导好,五险一金",i/image/M00/34/E5/CgpEMlk8oD2AfeRlAACDDr04sSA282.jpg,脑医生,15-50人,2018-12-21 12:18:40,0,南山区,硕士,,A轮,产品|需求|项目类,2018-12-21,,,disabled,"医疗健康,数据服务","云计算,需求分析,医疗",0,全职,1545807804000,22.503279,2号线/蛇口线_湾厦;2号线/蛇口线_海月;2号线/蛇口线_登良,113.94868,0,,"人工智能,高端前沿,前景广阔",4680444,"云计算,需求分析,医疗",基因数据分析专家,,8148737,1,80,12k-18k,0,产品经理,"需求分析,医疗",海月,2号线/蛇口线,产品经理,1-3年
0,0,1,"前海,南头,科技园",深圳,亿达信息技术（深圳）有限公司,168557,,i/image/M00/91/41/Cgp3O1iX5ryAG-T-AAAOmZ4LcU4462.png,YIDATEC,2000人以上,2018-12-24 15:20:40,0,南山区,本科,,不需要融资,产品|需求|项目类,2天前发布,,"购买社保,免费休闲游,试用期上公积金,免费下午茶,免费体检,一年多次调薪,6险1金",today,"移动互联网,游戏",,0,全职,1545790114000,22.542186,1号线/罗宝线_深大;1号线/罗宝线_桃园,113.932899,0,,"免费班车,免费早餐,六险一金,绩效+津贴",4499760,"需求分析,用户研究",数据分析产品经理,,10626005,0,0,8k-10k,0,产品经理,"需求分析,用户研究",桃园,1号线/罗宝线,其他产品经理,1-3年
0,0,1,"购物公园,皇岗,新洲",深圳,平安科技（深圳）有限公司,24748,"节日礼物,年度旅游,岗位晋升,技能培训",i/image/M00/7D/7C/Cgp3O1hHwlSAXh_pAACcLWenfL8606.jpg,平安科技,2000人以上,2018-12-26 00:00:16,0,福田区,本科,,不需要融资,产品|需求|项目类,00:00发布,,,today,金融,"大数据,金融,SPSS",0,全职,1545804943000,22.533344,2号线/蛇口线_福田;2号线/蛇口线_市民中心;4号线/龙华线_会展中心;4号线/龙华线_市民中心;1号线/罗宝线_岗厦;1号线/罗宝线_会展中心;1号线/罗宝线_购物公园;3号线/龙岗线_石厦;3号线/龙岗线_购物公园;3号线/龙岗线_福田;11号线/机场线_福田;7号线_石厦;7号线_皇岗村,114.055755,0,,世界500强 带薪年假 节日福利 绩效丰厚,3776813,"大数据,金融,SPSS",数据分析专员（深圳）,,811225,4,35,10k-15k,0,数据分析,SPSS,岗厦,2号线/蛇口线,数据分析,不限
0,0,1,科技园,深圳,腾讯科技(深圳)有限公司,451,"免费班车,成长空间,年度旅游,岗位晋升",image1/M00/00/03/CgYXBlTUV_qALGv0AABEuOJDipU378.jpg,腾讯,2000人以上,2018-12-22 21:38:10,0,南山区,本科,,上市公司,开发|测试|运维类,2018-12-22,,"免费班车,年轻团队,学习机会,mac办公,定期团建,开工利是红包",disabled,"移动互联网 ,游戏",,0,全职,1545810166000,22.540822,1号线/罗宝线_深大;1号线/罗宝线_桃园,113.934457,0,,技术大咖,5243801,"SQLServer,Spark,Hadoop,算法",CSIG18-高级数据分析师（深圳）,,7399330,1,100,15k-30k,0,数据开发,"SQLServer,Spark,Hadoop,算法",桃园,1号线/罗宝线,数据分析,3-5年
0,0,0,"新洲,皇岗,购物公园",深圳,深圳乾晟信息科技有限公司,376017,,images/logo_default.png,乾晟科技,15-50人,2018-12-05 16:27:48,0,福田区,本科,,不需要融资,产品|需求|项目类,2018-12-05,,,overSevenDays,金融、数据服务,,1,实习,1544085537000,22.533214,2号线/蛇口线_福田;2号线/蛇口线_市民中心;2号线/蛇口线_岗厦北;4号线/龙华线_会展中心;4号线/龙华线_市民中心;1号线/罗宝线_岗厦;1号线/罗宝线_会展中心;1号线/罗宝线_购物公园;3号线/龙岗线_石厦;3号线/龙岗线_购物公园;3号线/龙岗线_福田;11号线/机场线_福田;7号线_石厦;7号线_皇岗村,114.057142,0,,五险一金，高新+期权,5396850,"SQL,数据库",数据分析实习生/金融工程,,10707756,0,0,4k-8k,0,数据分析,"SQL,数据库",岗厦,2号线/蛇口线,数据分析,应届毕业生
0,0,1,,深圳,深圳前海达飞金融服务有限公司,35539,"年底双薪,节日礼物,技能培训,年度旅游",i/image2/M01/56/67/CgoB5lseQsWAKufbAAEVwNGPM7c178.png,即有分期,2000人以上,2018-12-17 11:31:35,0,福田区,本科,,D轮及以上,产品|需求|项目类,2018-12-17,,,today,金融,,0,全职,1545794642000,22.54713,2号线/蛇口线_莲花西;2号线/蛇口线_福田;2号线/蛇口线_市民中心;2号线/蛇口线_岗厦北;4号线/龙华线_会展中心;4号线/龙华线_市民中心;4号线/龙华线_少年宫;1号线/罗宝线_岗厦;1号线/罗宝线_会展中心;3号线/龙岗线_福田;3号线/龙岗线_少年宫;3号线/龙岗线_莲花村;11号线/机场线_福田,114.06363,0,,领导nice 团队牛人多 美女多,5363967,"SPSS,SQL,数据库",初级风险量化数据分析师,,618122,1,29,10k-15k,0,数据分析,"SPSS,SQL,数据库",岗厦,2号线/蛇口线,数据分析,1-3年
0,0,1,"后海,科技园",深圳,顺丰科技有限公司,35996,"技能培训,节日礼物,带薪年假,岗位晋升",image1/M00/0B/E5/CgYXBlT0JAmATdmDAAA6dg5X4_k508.jpg,顺丰科技有限公司,500-2000人,2018-12-25 09:56:51,0,南山区,本科,,不需要融资,产品|需求|项目类,1天前发布,,"免费休闲游,免费健身房,一年调薪2次,交通补助,话费补助,免费体检,5险1金,创新经费支持,加班补贴",today,"移动互联网,电子商务","大数据,产品策划,产品设计",0,全职,1545792256000,22.523392,2号线/蛇口线_后海;2号线/蛇口线_科苑;11号线/机场线_南山;11号线/机场线_后海,113.937987,0,,重点项目 技术氛围,5360313,"大数据,产品策划,产品设计",DSQ-数据产品经理（数据分析方向）,,9646523,1,1,18k-36k,0,产品经理,"产品策划,产品设计",南山,2号线/蛇口线,数据产品经理,3-5年
0,0,1,南头,深圳,深圳市和讯华谷信息技术有限公司,917,"五险一金,文体活动,团建旅游,美味晚餐",i/image/M00/37/20/CgqKkVdfms6Ac6dNAABY3gBvuqI944.jpg,极光,500-2000人,2018-12-26 13:39:15,0,南山区,本科,,上市公司,开发|测试|运维类,13:39发布,,,today,"移动互联网,数据服务","金融,数据挖掘",0,全职,1545809506000,22.550007,1号线/罗宝线_新安,113.907458,0,,"D轮+,大数据平台,14薪+,弹性工作",4185104,"金融,数据挖掘",高级数据分析师（金融APP方向）,,2153176,1,89,15k-25k,0,数据开发,数据挖掘,新安,1号线/罗宝线,数据分析,3-5年
0,0,1,"科技园,深圳湾,南山医院",深圳,深圳市大疆创新科技有限公司,21775,"朝阳行业,丰厚薪资待遇,年终发车,扁平管理",i/image3/M00/15/FC/CgpOIFpyw7qASEOJAACCJ6iqYFc65.jpeg,DJI大疆创新,2000人以上,2018-12-24 14:06:26,0,南山区,本科,,未融资,产品|需求|项目类,2天前发布,,,today,"移动互联网,硬件",,0,全职,1545785857000,22.536797,2号线/蛇口线_科苑;1号线/罗宝线_高新园;1号线/罗宝线_深大,113.952222,0,,"无人机企业,福利待遇,发展平台",5434075,,数据分析师 （业务指标方向）,,10794540,1,31,12k-20k,0,数据分析,,深大,2号线/蛇口线,数据分析,1-3年
0,0,1,,深圳,厦门吉比特网络技术股份有限公司,25205,"上市游戏公司,六险一金,住房补贴,年终分红",image1/M00/00/34/Cgo8PFTUXJKAUGStAABQF8Ob-cc090.jpg,吉比特,150-500人,2018-12-26 09:50:43,0,南山区,本科,,上市公司,产品|需求|项目类,09:50发布,,,disabled,游戏,"广告营销,游戏",0,全职,1545808086000,22.542007,1号线/罗宝线_白石洲;1号线/罗宝线_高新园;1号线/罗宝线_深大,113.953849,0,,"上市公司,平台大,福利好,发展空间大",4143326,"广告营销,游戏",广告数据分析师,,7419430,3,100,15k-20k,0,数据分析,,深大,1号线/罗宝线,数据分析,1-3年
0,0,1,,深圳,麦芒（深圳）互联网信息服务有限公司,429956,"定期体检,年终分红,绩效奖金,专项奖金",i/image2/M01/75/B3/CgotOVtj08qABq9YAAAUAvc41IQ246.jpg,麦芒科技,50-150人,2018-12-26 09:41:48,0,南山区,本科,,不需要融资,金融类,09:41发布,,,today,"移动互联网,金融",,0,全职,1545790510000,22.54834,1号线/罗宝线_高新园;1号线/罗宝线_深大,113.9446,0,,"固定15薪,六险一金,各种团建,各种福利",5174066,"风控,策略设计",反欺诈数据分析师,,4877146,1,100,9k-16k,0,互联网金融,"风控,策略设计",深大,1号线/罗宝线,风控,1-3年
0,0,1,,深圳,深圳市客路网络科技有限公司,28121,"零食水果供应,带薪年假,绩效奖金,扁平管理",i/image/M00/00/AD/Cgp3O1ZSwWuATjtNAAAfDHrmDjo001.png,KLOOK 客路旅行,500-2000人,2018-12-26 10:38:23,0,福田区,本科,,D轮及以上,运营|编辑|客服类,10:38发布,,,today,"移动互联网,旅游",,0,全职,1545806777000,22.533263,1号线/罗宝线_香蜜湖;1号线/罗宝线_车公庙;11号线/机场线_车公庙;7号线_农林;7号线_车公庙;7号线_上沙;9号线_下沙;9号线_车公庙,114.030219,0,,"国际化平台,环境舒适,好玩有趣",5150274,,财务数据分析师,,366796,1,100,10k-20k,0,运营,,农林,7号线,数据运营,3-5年
0,0,1,"科技园,南山医院,大冲",深圳,深圳市创梦天地科技有限公司,401,"绩效奖金,五险一金,带薪年假,节日礼物",image1/M00/00/03/CgYXBlTUV_mAAUZkAABiNm6Emp4030.jpg,乐逗游戏,500-2000人,2018-12-21 10:35:44,0,南山区,本科,,上市公司,产品|需求|项目类,2018-12-21,,,today,移动互联网,"游戏,数据运营",0,全职,1545810141000,22.54834,1号线/罗宝线_高新园;1号线/罗宝线_深大,113.9446,0,,薪酬有吸引力；弹性上班；上市公司空间大,5435614,"游戏,数据运营",移动游戏数据分析,,11556964,0,0,20k-30k,0,数据分析,数据运营,深大,1号线/罗宝线,数据分析,5-10年
0,0,1,"八卦岭,笋岗,园岭,八卦岭,笋岗,园岭",深圳,平安科技（深圳）有限公司,24748,"节日礼物,年度旅游,岗位晋升,技能培训",i/image/M00/7D/7C/Cgp3O1hHwlSAXh_pAACcLWenfL8606.jpg,平安科技,2000人以上,2018-12-26 00:00:15,0,福田区,本科,,不需要融资,开发|测试|运维类,00:00发布,,,today,金融,大数据,0,全职,1545804943000,22.55951564,3号线/龙岗线_通新岭;3号线/龙岗线_红岭;7号线_黄木岗;7号线_八卦岭;7号线_红岭北;7号线_笋岗;9号线_银湖;9号线_泥岗;9号线_红岭北;9号线_园岭;9号线_红岭,114.09938142,0,,公司发展前景好，福利待遇好,3200572,大数据,数据分析师（数据仓库）（深圳）,,811225,4,35,15k-20k,0,数据开发,,八卦岭,7号线,数据分析,不限
0,0,1,"科技园,前海,南头",深圳,腾讯科技(深圳)有限公司,451,"免费班车,成长空间,年度旅游,岗位晋升",image1/M00/00/03/CgYXBlTUV_qALGv0AABEuOJDipU378.jpg,腾讯,2000人以上,2018-12-24 17:17:35,0,南山区,本科,,上市公司,开发|测试|运维类,2天前发布,,"免费班车,年轻团队,学习机会,mac办公,定期团建,开工利是红包",disabled,"移动互联网 ,游戏","大数据,数据挖掘",0,全职,1545808603000,22.540406,1号线/罗宝线_深大;1号线/罗宝线_桃园,113.935333,0,,"大空间,大平台",4116164,"大数据,数据挖掘",20718-数据分析工程师（深圳）,,7349721,1,10,18k-36k,0,数据开发,数据挖掘,桃园,1号线/罗宝线,数据分析,3-5年
0,0,1,,深圳,深圳优依购互娱科技有限公司,118347,"年底双薪,带薪年假,绩效奖金,岗位晋升",i/image/M00/0F/A5/CgqKkVbeYU-AYSO4AAAMQ9pzP7M354.jpg,辉耀互娱,50-150人,2018-12-21 17:40:18,0,南山区,本科,,A轮,运营|编辑|客服类,2018-12-21,,,today,"游戏,移动互联网",游戏,0,全职,1545808519000,22.556536,,113.935886,0,,"绩效奖金,全勤奖,年终奖",5158681,游戏,游戏数据分析师,,4331062,1,7,10k-20k,0,运营,,,,数据运营,3-5年
0,0,1,,深圳,厦门吉比特网络技术股份有限公司,25205,"上市游戏公司,六险一金,住房补贴,年终分红",image1/M00/00/34/Cgo8PFTUXJKAUGStAABQF8Ob-cc090.jpg,吉比特,150-500人,2018-12-26 09:50:41,0,南山区,本科,,上市公司,产品|需求|项目类,09:50发布,,,disabled,游戏,,0,全职,1545808086000,113.953849,,22.542007,0,,"上市公司,平台大,福利好,发展空间大",4958360,SPSS,数据分析师（挖掘方向）,,7419430,3,100,15k-20k,0,数据分析,SPSS,,,数据分析,3-5年
0,0,1,"深圳湾,大冲,科技园",深圳,万汇互联（深圳）科技有限公司,115637,"年终分红,绩效奖金,股票期权,带薪年假",i/image2/M01/5A/73/CgoB5lsozOqAZ2XmAAATE0isTPU169.jpg,万汇互联,150-500人,2018-12-26 14:46:35,0,南山区,本科,,天使轮,产品|需求|项目类,14:46发布,,,today,"社交网络,金融",,0,全职,1545805134000,113.953808,,22.533503,0,,绩效奖金；节日福利；弹性制工作,5272860,数据运营,运营数据分析师,,4043963,2,63,7k-13k,0,数据分析,数据运营,,,数据分析,1-3年
0,0,1,"南油,海王大厦,后海",深圳,平安城市建设科技（深圳）有限公司,30356,"节日礼物,技能培训,绩效奖金,岗位晋升",i/image2/M01/B1/70/CgoB5lv-ZeaAV8vBAACB3Ywnv-o854.png,平安城科,500-2000人,2018-12-17 13:39:28,0,南山区,本科,,上市公司,产品|需求|项目类,2018-12-17,,,threeDays,电子商务,"大数据,房产服务,可视化",0,全职,1545720174000,22.517623,2号线/蛇口线_登良;2号线/蛇口线_后海;11号线/机场线_南山;11号线/机场线_后海,113.933278,0,,500强，年奖多,5350822,"大数据,房产服务,可视化",数据分析建模专家,,5370135,0,0,20k-40k,0,数据分析,可视化,登良,2号线/蛇口线,可视化,5-10年
0,0,1,"新洲,石厦,皇岗",深圳,上海海万信息科技股份有限公司,128998,,i/image/M00/2A/A6/Cgp3O1cyziuAfM5AAAAe20ZOb-4754.png,海万科技,500-2000人,2018-12-24 18:21:55,0,福田区,本科,,不需要融资,开发|测试|运维类,2天前发布,,,today,"移动互联网,金融",,0,全职,1545806109000,22.52153,4号线/龙华线_福民;1号线/罗宝线_购物公园;3号线/龙岗线_石厦;3号线/龙岗线_购物公园;7号线_沙尾;7号线_石厦;7号线_皇岗村;7号线_福民,114.055036,0,,五险一金，周末双休，朝九晚六,5405110,ETL,bi数据分析师,,11741560,1,100,10k-20k,0,数据开发,ETL,福民,7号线,数据分析,3-5年
0,0,1,,深圳,滴滴优点科技（深圳）有限公司,160058,"定期体检,绩效奖金,领导好,五险一金",i/image/M00/BB/D7/CgqKkVjHj5yABuQ7AABk6-EQ144449.png,滴滴优点,50-150人,2018-12-26 14:20:35,0,福田区,本科,,A轮,产品|需求|项目类,14:20发布,,,disabled,移动互联网,"大数据,商业",0,全职,1545785887000,22.534054,1号线/罗宝线_香蜜湖;1号线/罗宝线_车公庙;11号线/机场线_车公庙;7号线_车公庙;7号线_上沙;9号线_下沙;9号线_车公庙,114.031537,0,,"五险一金,带薪年假,周末双休,员工福利",4082376,"大数据,商业",BI数据分析,,6564143,1,100,15k-25k,0,数据分析,商业,车公庙,7号线,数据分析,3-5年
0,0,1,"深圳湾,南油,后海",深圳,深圳市珍爱网信息技术有限公司,6718,"发展上升型,朝阳行业,创业氛围浓厚,年终分红",image1/M00/00/0E/CgYXBlTUWCaARrveAABvE1mqO8Q477.jpg,珍爱网,2000人以上,2018-12-24 15:14:50,0,南山区,本科,,不需要融资,开发|测试|运维类,2天前发布,,,today,"社交网络,生活服务","大数据,社交",0,全职,1545796229000,22.519366,2号线/蛇口线_登良;2号线/蛇口线_后海;2号线/蛇口线_科苑;11号线/机场线_后海,113.941993,0,,"项目前景好,团队氛围棒",5251454,"大数据,社交",高级数据分析师（平台技术部）,,193221,2,21,18k-25k,0,数据开发,,登良,2号线/蛇口线,数据分析,3-5年
0,0,1,,深圳,招商证券股份有限公司,67217,"全牌照券商,双A级,上市公司,优质培训体系",image1/M00/23/14/CgYXBlVHFbGAIjB7AABHqErvGLA347.jpg,招商证券信息技术中心,2000人以上,2018-12-05 07:55:46,0,南山区,本科,,上市公司,开发|测试|运维类,2018-12-05,,,disabled,"招聘,其他",,0,全职,1545808099000,22.530488,2号线/蛇口线_科苑;1号线/罗宝线_高新园;1号线/罗宝线_深大,113.948829,0,,"金融,科技",3434325,,数据分析中级经理,,2193534,1,82,20k-35k,0,数据开发,,深大,2号线/蛇口线,数据分析,1-3年
0,0,1,科技园,深圳,上海微创软件股份有限公司北京分公司,189022,"年底双薪,绩效奖金,免费班车,节日礼物",i/image2/M01/69/C4/CgoB5ltIYk-Aem2yAAA8xEL1jvM451.jpg,微创,2000人以上,2018-12-25 09:53:43,0,南山区,本科,,不需要融资,开发|测试|运维类,1天前发布,,,disabled,"移动互联网,电子商务",,0,全职,1545805373000,22.548179,1号线/罗宝线_高新园;1号线/罗宝线_深大,113.943551,0,,数据,4854431,"MySQL,数据仓库,数据挖掘",运营数据分析,,92776,2,57,8k-11k,0,数据开发,"MySQL,数据仓库,数据挖掘",深大,1号线/罗宝线,数据分析,1-3年
0,0,1,"上梅林,莲花北村,银湖",深圳,深圳市中手游网络科技有限公司,29911,"节日礼物,技能培训,绩效奖金,岗位晋升",image2/M00/06/EF/CgpzWlX7xIGAXF8RAAARZ0Wkzw8662.jpg,CMGE中手游,500-2000人,2018-12-24 09:39:34,0,福田区,本科,,上市公司,产品|需求|项目类,2天前发布,,,today,"移动互联网,游戏","游戏,数据运营",0,全职,1545796786000,22.99368,,113.993578,0,,"平台大,创新多,牛人多,福利多",5193710,"游戏,数据运营",sz1-数据分析（创新游戏）,,449855,2,74,8k-16k,0,数据分析,数据运营,,,数据分析,1-3年
0,0,1,,深圳,麦芒（深圳）互联网信息服务有限公司,429956,"定期体检,年终分红,绩效奖金,专项奖金",i/image2/M01/75/B3/CgotOVtj08qABq9YAAAUAvc41IQ246.jpg,麦芒科技,50-150人,2018-12-26 09:41:49,0,南山区,本科,,不需要融资,金融类,09:41发布,,,today,"移动互联网,金融","移动互联网,风险管理,风险分析,风险评估",0,全职,1545790510000,22.54834,1号线/罗宝线_高新园;1号线/罗宝线_深大,113.9446,0,,六险一金，年终15薪，节日福利超多的呢！,5274554,"移动互联网,风险管理,风险分析,风险评估",风控数据分析师,,4877146,1,100,9k-15k,0,风控,"风险管理,风险分析,风险评估",深大,1号线/罗宝线,风控,1-3年
0,0,1,"后海,科技园",深圳,顺丰科技有限公司,35996,"技能培训,节日礼物,带薪年假,岗位晋升",image1/M00/0B/E5/CgYXBlT0JAmATdmDAAA6dg5X4_k508.jpg,顺丰科技有限公司,500-2000人,2018-12-18 15:39:19,0,南山区,本科,,不需要融资,产品|需求|项目类,2018-12-18,,"免费休闲游,免费健身房,一年调薪2次,交通补助,话费补助,免费体检,5险1金,创新经费支持,加班补贴",today,"移动互联网,电子商务","企业服务,移动互联网",0,全职,1545792256000,22.523392,2号线/蛇口线_后海;2号线/蛇口线_科苑;11号线/机场线_南山;11号线/机场线_后海,113.937987,0,,福利待遇高，发展前景好,5335389,"企业服务,移动互联网",ZHB-中高级产品经理（数据分析方向）,,9646523,1,1,20k-30k,0,产品经理,,南山,2号线/蛇口线,产品经理,3-5年
0,0,1,,深圳,深圳市环球易购电子商务有限公司,83025,"节日礼物,股票期权,带薪年假,绩效奖金",image1/M00/38/9F/CgYXBlWmIt6Af8k5AABvK21LZWM490.jpg?cc=0.211507520172745,环球易购,2000人以上,2018-12-26 09:26:09,0,南山区,本科,,上市公司,开发|测试|运维类,09:26发布,,,today,电子商务,,0,全职,1545791367000,22.511241,11号线/机场线_南山,113.920558,0,,大平台,3565979,,运营数据分析专家,,2117758,4,100,30k-35k,0,数据开发,,南山,11号线/机场线,数据分析,5-10年
0,0,1,"八卦岭,笋岗,园岭",深圳,平安科技（深圳）有限公司,24748,"节日礼物,年度旅游,岗位晋升,技能培训",i/image/M00/7D/7C/Cgp3O1hHwlSAXh_pAACcLWenfL8606.jpg,平安科技,2000人以上,2018-12-26 00:00:10,0,福田区,本科,,不需要融资,综合职能|高级管理,00:00发布,,,today,金融,金融,0,全职,1545804943000,22.55951564,3号线/龙岗线_通新岭;3号线/龙岗线_红岭;7号线_黄木岗;7号线_八卦岭;7号线_红岭北;7号线_笋岗;9号线_银湖;9号线_泥岗;9号线_红岭北;9号线_园岭;9号线_红岭,114.09938142,0,,500强，福利待遇,3113005,金融,经营分析岗（经营数据分析方向）（深圳）,,811225,4,35,10k-15k,0,财务,,八卦岭,7号线,其他财务,不限
0,0,1,科技园,深圳,腾讯科技(深圳)有限公司,451,"免费班车,成长空间,年度旅游,岗位晋升",image1/M00/00/03/CgYXBlTUV_qALGv0AABEuOJDipU378.jpg,腾讯,2000人以上,2018-12-24 11:36:13,0,南山区,硕士,,上市公司,开发|测试|运维类,2天前发布,,"免费班车,年轻团队,学习机会,mac办公,定期团建,开工利是红包",disabled,"移动互联网 ,游戏","信息安全,支付,数据挖掘",0,全职,1545788522000,22.538841,1号线/罗宝线_白石洲;1号线/罗宝线_高新园;1号线/罗宝线_深大,113.953476,0,,"氛围和谐,福利齐全,长期激励,年度旅游",4608137,"信息安全,支付,数据挖掘",风控（海外）策略及数据分析工程师（深圳）,,7422710,1,10,25k-40k,0,数据开发,数据挖掘,深大,1号线/罗宝线,数据挖掘,3-5年
0,0,1,,深圳,上海海万信息科技股份有限公司,128998,,i/image/M00/2A/A6/Cgp3O1cyziuAfM5AAAAe20ZOb-4754.png,海万科技,500-2000人,2018-12-26 13:38:11,0,福田区,本科,,不需要融资,开发|测试|运维类,13:38发布,,,today,"移动互联网,金融",,0,全职,1545786684000,22.535702,2号线/蛇口线_莲花西;2号线/蛇口线_福田;2号线/蛇口线_市民中心;4号线/龙华线_会展中心;4号线/龙华线_市民中心;1号线/罗宝线_岗厦;1号线/罗宝线_会展中心;1号线/罗宝线_购物公园;3号线/龙岗线_石厦;3号线/龙岗线_购物公园;3号线/龙岗线_福田;11号线/机场线_福田;7号线_石厦,114.053855,0,,"五险一金,周末双休,朝九晚六,带薪年假",5359060,Hive,数据分析（BI）,,9362958,1,85,10k-14k,0,数据开发,Hive,岗厦,2号线/蛇口线,BI工程师,1-3年
0,0,1,"深圳湾,大冲,科技园",深圳,深圳云天励飞技术有限公司,95529,"节日礼物,带薪年假,年度旅游,开放务实",i/image/M00/45/77/CgqKkVeIdGiANSx7AAAVacVYVAo280.JPG,云天励飞,500-2000人,2018-12-24 11:56:02,0,南山区,本科,,A轮,开发|测试|运维类,2天前发布,,,today,移动互联网,"大数据,Java,数据挖掘",0,全职,1545808114000,22.529351,2号线/蛇口线_科苑;1号线/罗宝线_高新园;1号线/罗宝线_深大,113.952494,0,,"六险一金,技术大牛,优秀团队,节日福利",4246837,"大数据,Java,数据挖掘",数据分析挖掘服务架构师/开发总监,,2571879,0,0,25k-50k,0,数据开发,"Java,数据挖掘",深大,2号线/蛇口线,数据分析,5-10年
0,0,1,,深圳,深圳虾皮信息科技有限公司,131846,"定期体检,通讯津贴,带薪年假,绩效奖金",i/image/M00/32/F8/Cgp3O1dQBGWARgs_AAAPb7eQrCA058.png,Shopee,2000人以上,2018-12-24 09:57:56,0,南山区,本科,,上市公司,开发|测试|运维类,2天前发布,,,overSevenDays,电子商务,"电商,大数据,Hadoop,Hive,数据挖掘",0,全职,1544433445000,22.538345,2号线/蛇口线_科苑;1号线/罗宝线_高新园;1号线/罗宝线_深大,113.944704,0,,"外企氛围,蓝海市场,大牛多多,15天年假",5112044,"电商,大数据,Hadoop,Hive,数据挖掘",数据产品经理（电商数据分析方向）,,8627174,0,0,25k-50k,0,数据开发,"Hadoop,Hive,数据挖掘",深大,2号线/蛇口线,建模,5-10年
0,0,1,"新安,翻身路",深圳,维沃移动通信有限公司,19875,"年终分红,带薪年假,年度旅游,岗位晋升",image1/M00/00/25/Cgo8PFTUWH-Ab57wAABKOdLbNuw116.png,vivo,2000人以上,2018-11-27 09:52:20,0,宝安区,本科,,未融资,开发|测试|运维类,2018-11-27,,,threeDays,移动互联网,,0,全职,1545705941000,22.551716,1号线/罗宝线_新安;1号线/罗宝线_宝安中心;1号线/罗宝线_宝体;5号线/环中线_临海;5号线/环中线_宝华;5号线/环中线_宝安中心;5号线/环中线_翻身;11号线/机场线_宝安,113.88742,0,,"发展空间大,定期体检,公司氛围好,平台大",5134482,,广告数据分析工程师,,4449488,2,33,20k-40k,0,数据开发,,宝安中心,5号线/环中线,数据分析,1-3年
0,0,1,,深圳,深圳刷宝科技有限公司,16777,"金融互联网,五险一金,弹性工作,股票期权",image1/M00/29/23/Cgo8PFVkLIGAEhcUAACLU0tUK0E230.png,深圳刷宝科技有限公司,150-500人,2018-12-24 10:32:54,0,南山区,本科,,B轮,产品|需求|项目类,2天前发布,,,disabled,移动互联网,,0,全职,1545786756000,22.572267,5号线/环中线_兴东,113.926004,0,,五险一金 年度体检 晋升机会 股票期权,5275583,"SPSS,SQL",风控数据分析师,,7265891,1,13,15k-25k,0,数据分析,"SPSS,SQL",兴东,5号线/环中线,数据分析,3-5年
